#Gene_ID	Gene_symbol	description
ENSRNOG00000013336	Wdr70	WD repeat domain 70 [Source:RGD Symbol%3BAcc:1309487]
ENSRNOG00000013411	Nup155	nucleoporin 155 [Source:RGD Symbol%3BAcc:621199]
ENSRNOG00000042118	RGD1310081	similar to hypothetical protein FLJ13231 [Source:RGD Symbol%3BAcc:1310081]
ENSRNOG00000056907	Nipbl	NIPBL%2C cohesin loading factor [Source:RGD Symbol%3BAcc:1306393]
ENSRNOG00000058320	AABR07008420.1	--
ENSRNOG00000030748	AABR07008421.1	--
ENSRNOG00000016163	Slc1a3	solute carrier family 1 member 3 [Source:RGD Symbol%3BAcc:3698]
ENSRNOG00000056794	AABR07008424.1	--
ENSRNOG00000057529	AABR07008424.2	--
ENSRNOG00000052173	Ranbp3l	RAN binding protein 3-like [Source:RGD Symbol%3BAcc:1307559]
ENSRNOG00000054157	Nadk2	NAD kinase 2%2C mitochondrial [Source:RGD Symbol%3BAcc:1306809]
ENSRNOG00000059059	Skp2	S-phase kinase-associated protein 2%2C E3 ubiquitin protein ligase [Source:RGD Symbol%3BAcc:1562456]
ENSRNOG00000054751	Lmbrd2	LMBR1 domain containing 2 [Source:RGD Symbol%3BAcc:1563920]
ENSRNOG00000055126	AABR07008440.1	--
ENSRNOG00000059568	Ugt3a2	UDP glycosyltransferase 3 family%2C polypeptide A2 [Source:RGD Symbol%3BAcc:1564365]
ENSRNOG00000054277	Capsl	calcyphosine-like [Source:RGD Symbol%3BAcc:1308776]
ENSRNOG00000058275	Spef2	sperm flagellar 2 [Source:RGD Symbol%3BAcc:620450]
ENSRNOG00000060305	AABR07008462.1	--
ENSRNOG00000058499	AABR07008464.1	--
ENSRNOG00000057557	Prlr	prolactin receptor [Source:RGD Symbol%3BAcc:3407]
ENSRNOG00000017821	Agxt2	alanine-glyoxylate aminotransferase 2 [Source:RGD Symbol%3BAcc:621767]
ENSRNOG00000017876	Dnajc21	DnaJ heat shock protein family (Hsp40) member C21 [Source:RGD Symbol%3BAcc:621729]
ENSRNOG00000018021	Brix1	BRX1%2C biogenesis of ribosomes [Source:RGD Symbol%3BAcc:1308508]
ENSRNOG00000018063	Rad1	RAD1 checkpoint DNA exonuclease [Source:RGD Symbol%3BAcc:1306496]
ENSRNOG00000055986	Ttc23l	tetratricopeptide repeat domain 23-like [Source:MGI Symbol%3BAcc:MGI:1923027]
ENSRNOG00000028872	Rai14	retinoic acid induced 14 [Source:RGD Symbol%3BAcc:1305942]
ENSRNOG00000018570	C1qtnf3	C1q and tumor necrosis factor related protein 3 [Source:RGD Symbol%3BAcc:1305010]
ENSRNOG00000018662	Amacr	alpha-methylacyl-CoA racemase [Source:RGD Symbol%3BAcc:3048]
ENSRNOG00000018759	Slc45a2	solute carrier family 45%2C member 2 [Source:RGD Symbol%3BAcc:1306690]
ENSRNOG00000023126	Rxfp3	relaxin/insulin-like family peptide receptor 3 [Source:RGD Symbol%3BAcc:1311550]
ENSRNOG00000061419	AABR07008485.1	--
ENSRNOG00000018865	Adamts12	ADAM metallopeptidase with thrombospondin type 1 motif%2C 12 [Source:RGD Symbol%3BAcc:1307323]
ENSRNOG00000061783	AABR07008489.1	--
ENSRNOG00000019023	Tars	threonyl-tRNA synthetase [Source:RGD Symbol%3BAcc:1359527]
ENSRNOG00000059296	AABR07008491.1	--
ENSRNOG00000030171	LOC499541	LRRGT00045 [Source:RGD Symbol%3BAcc:1565852]
ENSRNOG00000032427	LOC499542	LRRGT00178 [Source:RGD Symbol%3BAcc:1563766]
ENSRNOG00000019184	Npr3	natriuretic peptide receptor 3 [Source:RGD Symbol%3BAcc:3196]
ENSRNOG00000030204	LOC499544	LRRGT00154 [Source:RGD Symbol%3BAcc:1560001]
ENSRNOG00000050563	Sub1	SUB1 homolog%2C transcriptional regulator [Source:RGD Symbol%3BAcc:621582]
ENSRNOG00000057276	AABR07008500.1	--
ENSRNOG00000011627	Zfr	zinc finger RNA binding protein [Source:RGD Symbol%3BAcc:1311890]
ENSRNOG00000041746	AC095678.1	--
ENSRNOG00000022929	Mtmr12	myotubularin related protein 12 [Source:RGD Symbol%3BAcc:1307902]
ENSRNOG00000053392	AC095678.2	--
ENSRNOG00000012186	Golph3	golgi phosphoprotein 3 [Source:RGD Symbol%3BAcc:621226]
ENSRNOG00000013140	Pdzd2	PDZ domain containing 2 [Source:RGD Symbol%3BAcc:619958]
ENSRNOG00000036432	AABR07008505.1	--
ENSRNOG00000061724	AABR07008508.1	--
ENSRNOG00000022745	RGD1306502	similar to hypothetical protein FLJ11193 [Source:RGD Symbol%3BAcc:1306502]
ENSRNOG00000013451	Drosha	drosha ribonuclease III [Source:RGD Symbol%3BAcc:1307626]
ENSRNOG00000056876	AABR07008513.1	--
ENSRNOG00000044504	5S_rRNA	5S ribosomal RNA [Source:RFAM%3BAcc:RF00001]
ENSRNOG00000013535	Cdh6	cadherin 6 [Source:RGD Symbol%3BAcc:2322]
ENSRNOG00000055784	AABR07008530.1	--
ENSRNOG00000056460	AABR07008530.2	--
ENSRNOG00000058937	AABR07008568.1	--
ENSRNOG00000058273	AABR07008594.1	--
ENSRNOG00000053100	AABR07008597.1	--
ENSRNOG00000055439	Cln5	ceroid-lipofuscinosis%2C neuronal 5 [Source:EntrezGene%3BAcc:306128]
ENSRNOG00000045036	5S_rRNA	5S ribosomal RNA [Source:RFAM%3BAcc:RF00001]
ENSRNOG00000033837	Cdh9	cadherin 9 [Source:RGD Symbol%3BAcc:1308343]
ENSRNOG00000061003	5S_rRNA	5S ribosomal RNA [Source:RFAM%3BAcc:RF00001]
ENSRNOG00000053049	AABR07008634.1	--
ENSRNOG00000056155	AABR07008646.1	--
ENSRNOG00000061232	AABR07008655.1	--
ENSRNOG00000053979	LOC100910178	pro-epidermal growth factor-like [Source:RGD Symbol%3BAcc:6499766]
ENSRNOG00000051543	AABR07008661.1	--
ENSRNOG00000009771	Cdh10	cadherin 10 [Source:RGD Symbol%3BAcc:619741]
ENSRNOG00000047646	AABR07008670.1	--
ENSRNOG00000061619	LOC102553734	uncharacterized LOC102553734 [Source:RGD Symbol%3BAcc:7662935]
ENSRNOG00000053969	AABR07008681.1	--
ENSRNOG00000061841	AABR07008715.1	--
ENSRNOG00000019037	AABR07008724.1	--
ENSRNOG00000053777	AABR07008724.2	--
ENSRNOG00000026392	Cdh12	cadherin 12 [Source:RGD Symbol%3BAcc:1566350]
ENSRNOG00000052922	AABR07008756.1	--
ENSRNOG00000060233	AABR07008782.1	--
ENSRNOG00000057307	AABR07008788.1	--
ENSRNOG00000056734	AABR07008794.1	--
ENSRNOG00000010535	Cdh18	cadherin 18 [Source:RGD Symbol%3BAcc:1305430]
ENSRNOG00000046150	AABR07008805.1	--
ENSRNOG00000059822	AABR07008812.1	--
ENSRNOG00000052117	AABR07008825.1	--
ENSRNOG00000056961	AABR07008840.1	--
ENSRNOG00000061700	AABR07008844.1	--
ENSRNOG00000031024	LOC100360575	signal-regulatory protein alpha-like [Source:RGD Symbol%3BAcc:2321882]
ENSRNOG00000053292	Gm9733	predicted gene 9733 [Source:MGI Symbol%3BAcc:MGI:3780136]
ENSRNOG00000051488	AABR07008878.1	--
ENSRNOG00000047140	AABR07008890.1	--
ENSRNOG00000046313	Basp1	brain abundant%2C membrane attached signal protein 1 [Source:RGD Symbol%3BAcc:621491]
ENSRNOG00000059376	AABR07008898.1	--
ENSRNOG00000025157	LOC310177	similar to RIKEN cDNA 0610040D20 [Source:RGD Symbol%3BAcc:1589753]
ENSRNOG00000010161	Myo10	myosin X [Source:RGD Symbol%3BAcc:1307193]
ENSRNOG00000010589	Zfp622	zinc finger protein 622 [Source:RGD Symbol%3BAcc:1309146]
ENSRNOG00000048993	AABR07008910.1	--
ENSRNOG00000056969	AABR07008911.1	--
ENSRNOG00000057522	Fam134b	family with sequence similarity 134%2C member B [Source:RGD Symbol%3BAcc:1565003]
ENSRNOG00000059443	LOC103690028	zinc finger protein 622 [Source:RGD Symbol%3BAcc:9452233]
ENSRNOG00000060222	AC113901.1	--
ENSRNOG00000060857	AC115509.2	--
ENSRNOG00000049126	AC115509.1	--
ENSRNOG00000056336	AC131521.1	--
ENSRNOG00000024461	March11	membrane associated ring-CH-type finger 11 [Source:RGD Symbol%3BAcc:1559945]
ENSRNOG00000024433	Fbxl7	F-box and leucine-rich repeat protein 7 [Source:RGD Symbol%3BAcc:1305813]
ENSRNOG00000050680	AABR07008916.1	--
ENSRNOG00000057918	AABR07008917.1	--
ENSRNOG00000010960	Ankh	ANKH inorganic pyrophosphate transport regulator [Source:RGD Symbol%3BAcc:619925]
ENSRNOG00000012017	Otulin	OTU deubiquitinase with linear linkage specificity [Source:RGD Symbol%3BAcc:2324500]
ENSRNOG00000011997	AABR07008940.1	--
ENSRNOG00000012109	Fam105a	family with sequence similarity 105%2C member A [Source:RGD Symbol%3BAcc:1563205]
ENSRNOG00000012148	Trio	trio Rho guanine nucleotide exchange factor [Source:RGD Symbol%3BAcc:1308360]
ENSRNOG00000058108	AABR07008947.1	--
ENSRNOG00000055866	AABR07008948.1	--
ENSRNOG00000048363	Dnah5	dynein%2C axonemal%2C heavy chain 5 [Source:RGD Symbol%3BAcc:1560828]
ENSRNOG00000058721	AABR07008970.1	--
ENSRNOG00000056592	AABR07008977.1	--
ENSRNOG00000057131	AABR07008991.1	--
ENSRNOG00000059117	AABR07009002.1	--
ENSRNOG00000058256	AABR07009010.1	--
ENSRNOG00000056991	AABR07009011.1	--
ENSRNOG00000053847	AABR07009013.1	--
ENSRNOG00000010649	Ctnnd2	catenin delta 2 [Source:RGD Symbol%3BAcc:620734]
ENSRNOG00000058378	AABR07009024.1	--
ENSRNOG00000053484	AABR07009025.1	--
ENSRNOG00000051925	AABR07009028.1	--
ENSRNOG00000054199	AABR07009030.1	--
ENSRNOG00000061466	AABR07009031.2	--
ENSRNOG00000053707	AABR07009031.1	--
ENSRNOG00000010747	Dap	death-associated protein [Source:RGD Symbol%3BAcc:620641]
ENSRNOG00000010888	Ankrd33b	ankyrin repeat domain 33B [Source:RGD Symbol%3BAcc:1564227]
ENSRNOG00000042781	Ropn1l	rhophilin associated tail protein 1-like [Source:RGD Symbol%3BAcc:1591367]
ENSRNOG00000011066	March6	membrane associated ring-CH-type finger 6 [Source:RGD Symbol%3BAcc:1565757]
ENSRNOG00000061349	AABR07009034.1	--
ENSRNOG00000011260	Cmbl	carboxymethylenebutenolidase homolog (Pseudomonas) [Source:RGD Symbol%3BAcc:1306952]
ENSRNOG00000011632	Cct5	chaperonin containing TCP1 subunit 5 [Source:RGD Symbol%3BAcc:735161]
ENSRNOG00000022347	Fam173b	family with sequence similarity 173%2C member B [Source:RGD Symbol%3BAcc:1560629]
ENSRNOG00000059078	AABR07009039.1	--
ENSRNOG00000052755	AABR07009042.1	--
ENSRNOG00000011963	Tas2r119	taste receptor%2C type 2%2C member 119 [Source:RGD Symbol%3BAcc:620733]
ENSRNOG00000061186	AABR07009051.1	--
ENSRNOG00000011977	Sema5a	semaphorin 5A [Source:RGD Symbol%3BAcc:1308650]
ENSRNOG00000049844	AABR07009052.1	--
ENSRNOG00000049662	LOC100909688	zinc finger protein 43-like [Source:RGD Symbol%3BAcc:6502425]
ENSRNOG00000051606	LOC100360380	zinc finger protein 457-like [Source:RGD Symbol%3BAcc:2322273]
ENSRNOG00000053325	--	--
ENSRNOG00000017986	Zfp458	zinc finger protein 458 [Source:RGD Symbol%3BAcc:1559684]
ENSRNOG00000031576	Zfp455	zinc finger protein 455 [Source:RGD Symbol%3BAcc:628788]
ENSRNOG00000057159	Rsl1	regulator of sex limited protein 1 [Source:RGD Symbol%3BAcc:1587849]
ENSRNOG00000032580	LOC100909879	tyrosine-protein phosphatase non-receptor type substrate 1-like [Source:RGD Symbol%3BAcc:6501293]
ENSRNOG00000056034	AABR07009154.1	--
ENSRNOG00000056029	AABR07009161.1	--
ENSRNOG00000031320	LOC499565	LRRGT00038 [Source:RGD Symbol%3BAcc:1563710]
ENSRNOG00000009629	Car2	carbonic anhydrase 2 [Source:RGD Symbol%3BAcc:2240]
ENSRNOG00000010079	Car3	carbonic anhydrase 3 [Source:RGD Symbol%3BAcc:2241]
ENSRNOG00000010698	Car1	carbonic anhydrase I [Source:RGD Symbol%3BAcc:1309780]
ENSRNOG00000021323	Car13	carbonic anhydrase 13 [Source:RGD Symbol%3BAcc:1560453]
ENSRNOG00000038902	RGD1565641	RGD1565641 [Source:RGD Symbol%3BAcc:1565641]
ENSRNOG00000010760	E2f5	E2F transcription factor 5 [Source:RGD Symbol%3BAcc:621357]
ENSRNOG00000010891	Lrrcc1	leucine rich repeat and coiled-coil centrosomal protein 1 [Source:RGD Symbol%3BAcc:628722]
ENSRNOG00000028985	LOC361914	similar to solute carrier family 7 (cationic amino acid transporter%2C y+ system)%2C member 12 [Source:RGD Symbol%3BAcc:1565475]
ENSRNOG00000033830	Slc7a12	solute carrier family 7 (cationic amino acid transporter%2C y+ system)%2C member 12 [Source:RGD Symbol%3BAcc:1309208]
ENSRNOG00000028582	LOC688389	similar to solute carrier family 7 (cationic amino acid transporter%2C y+ system)%2C member 12 [Source:RGD Symbol%3BAcc:1589989]
ENSRNOG00000047587	Rn50_2_1089.2	--
ENSRNOG00000011400	Ralyl	RALY RNA binding protein-like [Source:RGD Symbol%3BAcc:1305844]
ENSRNOG00000054786	AABR07009221.2	--
ENSRNOG00000049504	AABR07009221.1	--
ENSRNOG00000042602	AABR07009224.1	--
ENSRNOG00000051687	AABR07009247.1	--
ENSRNOG00000030039	LOC100910852	uncharacterized LOC100910852 [Source:RGD Symbol%3BAcc:6496250]
ENSRNOG00000053978	AABR07009260.1	--
ENSRNOG00000011107	Pcsk1	proprotein convertase subtilisin/kexin type 1 [Source:RGD Symbol%3BAcc:3272]
ENSRNOG00000022511	tGap1	GTPase activating protein testicular GAP1 [Source:RGD Symbol%3BAcc:1359558]
ENSRNOG00000055400	AABR07009325.1	--
ENSRNOG00000055758	AABR07009338.1	--
ENSRNOG00000009953	Snx16	sorting nexin 16 [Source:RGD Symbol%3BAcc:620295]
ENSRNOG00000010238	Chmp4c	charged multivesicular body protein 4C [Source:RGD Symbol%3BAcc:1564543]
ENSRNOG00000061449	AABR07009348.1	--
ENSRNOG00000010342	Zfand1	zinc finger AN1-type containing 1 [Source:RGD Symbol%3BAcc:1309519]
ENSRNOG00000032426	Slc10a5	solute carrier family 10%2C member 5 [Source:RGD Symbol%3BAcc:1306036]
ENSRNOG00000010482	Impa1	inositol monophosphatase 1 [Source:RGD Symbol%3BAcc:69254]
ENSRNOG00000038825	Fabp12	fatty acid binding protein 12 [Source:RGD Symbol%3BAcc:1565000]
ENSRNOG00000010805	Fabp4	fatty acid binding protein 4 [Source:RGD Symbol%3BAcc:69309]
ENSRNOG00000011082	Fabp9	fatty acid binding protein 9 [Source:RGD Symbol%3BAcc:620285]
ENSRNOG00000059126	AABR07009349.2	--
ENSRNOG00000054450	AABR07009349.1	--
ENSRNOG00000061226	AABR07009350.1	--
ENSRNOG00000061847	AABR07009350.2	--
ENSRNOG00000022707	Pmp2	peripheral myelin protein 2 [Source:RGD Symbol%3BAcc:1585218]
ENSRNOG00000058574	AABR07009351.1	--
ENSRNOG00000049075	Fabp5	fatty acid binding protein 5%2C epidermal [Source:RGD Symbol%3BAcc:70997]
ENSRNOG00000055998	AABR07009356.1	--
ENSRNOG00000061328	Pag1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1 [Source:EntrezGene%3BAcc:64019]
ENSRNOG00000060543	AABR07009357.2	--
ENSRNOG00000050719	AABR07009357.1	--
ENSRNOG00000054426	Zfp704	zinc finger protein 704 [Source:RGD Symbol%3BAcc:1563869]
ENSRNOG00000061862	Zbtb10	zinc finger and BTB domain containing 10 [Source:RGD Symbol%3BAcc:708377]
ENSRNOG00000057636	AABR07009368.1	--
ENSRNOG00000055250	AABR07009373.2	--
ENSRNOG00000011429	Hmgb1	high mobility group box 1 [Source:MGI Symbol%3BAcc:MGI:96113]
ENSRNOG00000055011	AABR07009377.1	--
ENSRNOG00000011441	Tpd52	tumor protein D52 [Source:RGD Symbol%3BAcc:1306767]
ENSRNOG00000032630	Mrps28	mitochondrial ribosomal protein S28 [Source:RGD Symbol%3BAcc:1597461]
ENSRNOG00000033449	LOC499573	LRRGT00056 [Source:RGD Symbol%3BAcc:1566022]
ENSRNOG00000052763	AABR07009379.1	--
ENSRNOG00000054541	AABR07009384.1	--
ENSRNOG00000011593	Hey1	hes-related family bHLH transcription factor with YRPW motif 1 [Source:RGD Symbol%3BAcc:621403]
ENSRNOG00000011705	Stmn2	stathmin 2 [Source:RGD Symbol%3BAcc:68947]
ENSRNOG00000048822	AABR07009395.1	--
ENSRNOG00000011827	AABR07009397.1	--
ENSRNOG00000060113	AABR07009400.1	--
ENSRNOG00000011973	Il7	interleukin 7 [Source:RGD Symbol%3BAcc:2904]
ENSRNOG00000022356	Zc2hc1a	zinc finger%2C C2HC-type containing 1A [Source:RGD Symbol%3BAcc:1311970]
ENSRNOG00000059609	AABR07009402.1	--
ENSRNOG00000012095	Pkia	protein kinase (cAMP-dependent%2C catalytic) inhibitor alpha [Source:RGD Symbol%3BAcc:621021]
ENSRNOG00000052663	AABR07009419.1	--
ENSRNOG00000059636	AABR07009419.2	--
ENSRNOG00000052217	AABR07009426.1	--
ENSRNOG00000055685	AABR07009428.1	--
ENSRNOG00000008748	Pex2	peroxisomal biogenesis factor 2 [Source:RGD Symbol%3BAcc:61814]
ENSRNOG00000008765	Zfhx4	zinc finger homeobox 4 [Source:RGD Symbol%3BAcc:1563022]
ENSRNOG00000046362	AABR07009457.1	--
ENSRNOG00000056549	AABR07009482.1	--
ENSRNOG00000008971	Hnf4g	hepatocyte nuclear factor 4%2C gamma [Source:RGD Symbol%3BAcc:1310102]
ENSRNOG00000010084	Ythdf3	YTH N(6)-methyladenosine RNA binding protein 3 [Source:RGD Symbol%3BAcc:1305234]
ENSRNOG00000021867	AABR07009508.1	--
ENSRNOG00000060497	AABR07009516.1	--
ENSRNOG00000058851	AABR07009521.1	--
ENSRNOG00000058610	AABR07009532.1	--
ENSRNOG00000058175	AABR07009533.1	--
ENSRNOG00000059377	AABR07009536.1	--
ENSRNOG00000038752	AABR07009538.1	--
ENSRNOG00000035499	Mir124-2	microRNA 124-2 [Source:RGD Symbol%3BAcc:2325576]
ENSRNOG00000046390	Tceal6	transcription elongation factor A (SII)-like 6 [Source:RGD Symbol%3BAcc:1598096]
ENSRNOG00000037684	LOC100912937	melanoma antigen preferentially expressed in tumors-like [Source:RGD Symbol%3BAcc:6485206]
ENSRNOG00000023469	Pramel3	preferentially expressed antigen in melanoma-like 3 [Source:RGD Symbol%3BAcc:1564595]
ENSRNOG00000061894	AABR07009542.1	--
ENSRNOG00000021745	Bhlhe22	basic helix-loop-helix family%2C member e22 [Source:RGD Symbol%3BAcc:1305451]
ENSRNOG00000009730	Cyp7b1	cytochrome P450%2C family 7%2C subfamily b%2C polypeptide 1 [Source:RGD Symbol%3BAcc:2483]
ENSRNOG00000059302	LOC100361143	ribosomal protein L30-like [Source:RGD Symbol%3BAcc:2320718]
ENSRNOG00000013038	AABR07009572.1	--
ENSRNOG00000013253	Armc1	armadillo repeat containing 1 [Source:RGD Symbol%3BAcc:1560393]
ENSRNOG00000021359	Mtfr1	mitochondrial fission regulator 1 [Source:RGD Symbol%3BAcc:1304936]
ENSRNOG00000013048	Pde7a	phosphodiesterase 7A [Source:RGD Symbol%3BAcc:68391]
ENSRNOG00000012851	Dnajc5b	DnaJ heat shock protein family (Hsp40) member C5 beta [Source:RGD Symbol%3BAcc:1562486]
ENSRNOG00000012723	Trim55	tripartite motif-containing 55 [Source:RGD Symbol%3BAcc:1306943]
ENSRNOG00000012703	Crh	corticotropin releasing hormone [Source:RGD Symbol%3BAcc:620505]
ENSRNOG00000052362	AABR07009592.1	--
ENSRNOG00000011913	Cp	ceruloplasmin (ferroxidase) [Source:RGD Symbol%3BAcc:2387]
ENSRNOG00000031406	Hps3	Hermansky-Pudlak syndrome 3 [Source:RGD Symbol%3BAcc:1310548]
ENSRNOG00000000082	Hltf	helicase-like transcription factor [Source:RGD Symbol%3BAcc:1309031]
ENSRNOG00000011146	Gyg1	glycogenin 1 [Source:RGD Symbol%3BAcc:621785]
ENSRNOG00000030704	AC094053.1	--
ENSRNOG00000011181	Cpa3	carboxypeptidase A3 [Source:RGD Symbol%3BAcc:2390]
ENSRNOG00000030904	Cpb1	carboxypeptidase B1 [Source:RGD Symbol%3BAcc:2391]
ENSRNOG00000010640	Agtr1b	angiotensin II receptor%2C type 1b [Source:RGD Symbol%3BAcc:2071]
ENSRNOG00000059333	AABR07009599.2	--
ENSRNOG00000051894	AABR07009599.1	--
ENSRNOG00000056127	AABR07009600.1	--
ENSRNOG00000056581	AABR07009600.2	--
ENSRNOG00000052367	AABR07009634.1	--
ENSRNOG00000052903	AABR07009634.2	--
ENSRNOG00000030152	AABR07009638.1	--
ENSRNOG00000051963	AABR07009638.2	--
ENSRNOG00000053422	AABR07009639.1	--
ENSRNOG00000011216	Tbl1xr1	transducin (beta)-like 1 X-linked receptor 1 [Source:RGD Symbol%3BAcc:1560053]
ENSRNOG00000058502	AABR07009669.1	--
ENSRNOG00000056971	AABR07009679.1	--
ENSRNOG00000031378	AABR07009715.1	--
ENSRNOG00000058814	AABR07009717.1	--
ENSRNOG00000033028	LOC499584	LRRGT00202 [Source:RGD Symbol%3BAcc:1560081]
ENSRNOG00000059823	AABR07009734.1	--
ENSRNOG00000061969	Rn60_2_1121.2	--
ENSRNOG00000032576	Nlgn1	neuroligin 1 [Source:RGD Symbol%3BAcc:621117]
ENSRNOG00000061972	Rn60_2_1119.1	--
ENSRNOG00000062028	Rn60_2_1121.1	--
ENSRNOG00000041563	AABR07009786.2	--
ENSRNOG00000024521	Spata16	spermatogenesis associated 16 [Source:RGD Symbol%3BAcc:1563726]
ENSRNOG00000036430	AABR07009786.1	--
ENSRNOG00000050049	AABR07009787.1	--
ENSRNOG00000057841	AABR07009800.2	--
ENSRNOG00000024365	Ect2	epithelial cell transforming 2 [Source:RGD Symbol%3BAcc:1308524]
ENSRNOG00000051871	AABR07009800.1	--
ENSRNOG00000013313	Nceh1	neutral cholesterol ester hydrolase 1 [Source:RGD Symbol%3BAcc:1311104]
ENSRNOG00000013269	Tnfsf10	tumor necrosis factor superfamily member 10 [Source:RGD Symbol%3BAcc:628734]
ENSRNOG00000024119	Ghsr	growth hormone secretagogue receptor [Source:RGD Symbol%3BAcc:621397]
ENSRNOG00000044820	5S_rRNA	5S ribosomal RNA [Source:RFAM%3BAcc:RF00001]
ENSRNOG00000024089	Fndc3b	fibronectin type III domain containing 3B [Source:RGD Symbol%3BAcc:1311673]
ENSRNOG00000012608	Tmem212	transmembrane protein 212 [Source:RGD Symbol%3BAcc:1563109]
ENSRNOG00000028156	Pld1	phospholipase D1 [Source:RGD Symbol%3BAcc:3349]
ENSRNOG00000056392	AABR07009824.1	--
ENSRNOG00000012422	Tnik	TRAF2 and NCK interacting kinase [Source:RGD Symbol%3BAcc:1561817]
ENSRNOG00000041503	AABR07009833.1	--
ENSRNOG00000061630	AABR07009834.1	--
ENSRNOG00000011875	Slc2a2	solute carrier family 2 member 2 [Source:RGD Symbol%3BAcc:3705]
ENSRNOG00000050953	Olr1280	olfactory receptor 1280 [Source:RGD Symbol%3BAcc:1332726]
ENSRNOG00000049310	Olr1279	olfactory receptor 1279 [Source:RGD Symbol%3BAcc:1333741]
ENSRNOG00000048445	LOC103693054	olfactory receptor 8G1-like [Source:RGD Symbol%3BAcc:9176036]
ENSRNOG00000049978	LOC100910153	olfactory receptor 149-like [Source:RGD Symbol%3BAcc:6499688]
ENSRNOG00000050470	AABR07009890.1	--
ENSRNOG00000048560	LOC100910010	olfactory receptor 146-like [Source:RGD Symbol%3BAcc:6500805]
ENSRNOG00000047332	Olr1274	olfactory receptor 1274 [Source:RGD Symbol%3BAcc:1334310]
ENSRNOG00000046225	LOC100910363	olfactory receptor 149-like [Source:RGD Symbol%3BAcc:6498905]
ENSRNOG00000059664	AABR07009891.1	--
ENSRNOG00000050309	LOC100910162	olfactory receptor 8D1-like [Source:RGD Symbol%3BAcc:6499729]
ENSRNOG00000045993	LOC100909993	olfactory receptor 146-like [Source:RGD Symbol%3BAcc:6500725]
ENSRNOG00000047523	LOC100910548	olfactory receptor 149-like [Source:RGD Symbol%3BAcc:6497945]
ENSRNOG00000049136	LOC100910294	olfactory receptor 8D1-like [Source:RGD Symbol%3BAcc:6499243]
ENSRNOG00000011859	Eif5a2	eukaryotic translation initiation factor 5A2 [Source:RGD Symbol%3BAcc:1306196]
ENSRNOG00000011817	Rpl22l1	ribosomal protein L22 like 1 [Source:RGD Symbol%3BAcc:1309517]
ENSRNOG00000028097	Slc7a14	solute carrier family 7%2C member 14 [Source:RGD Symbol%3BAcc:1594375]
ENSRNOG00000056780	AABR07009900.1	--
ENSRNOG00000010263	Cldn11	claudin 11 [Source:RGD Symbol%3BAcc:71081]
ENSRNOG00000009899	Skil	SKI-like proto-oncogene [Source:RGD Symbol%3BAcc:621399]
ENSRNOG00000009652	Prkci	protein kinase C%2C iota [Source:RGD Symbol%3BAcc:620961]
ENSRNOG00000009491	Phc3	polyhomeotic homolog 3 [Source:RGD Symbol%3BAcc:1307998]
ENSRNOG00000009487	Gpr160	G protein-coupled receptor 160 [Source:RGD Symbol%3BAcc:1560200]
ENSRNOG00000009057	Sec62	SEC62 homolog%2C preprotein translocation factor [Source:RGD Symbol%3BAcc:1308862]
ENSRNOG00000027995	Samd7	sterile alpha motif domain containing 7 [Source:RGD Symbol%3BAcc:1308931]
ENSRNOG00000027971	Lrrc31	leucine rich repeat containing 31 [Source:RGD Symbol%3BAcc:1561499]
ENSRNOG00000009004	Lrriq4	leucine-rich repeats and IQ motif containing 4 [Source:RGD Symbol%3BAcc:2323202]
ENSRNOG00000027935	Lrrc34	leucine rich repeat containing 34 [Source:RGD Symbol%3BAcc:1565052]
ENSRNOG00000027923	Mynn	myoneurin [Source:RGD Symbol%3BAcc:1307889]
