#Gene_ID	Gene_symbol
gene0	Vom2r4
gene15470	Cyp4f4
gene15471	LOC691328
gene15472	LOC103692781
gene15473	LOC100361462
gene15474	LOC102546572
gene15475	LOC103695338
gene15476	LOC102556983
gene15477	LOC102546466
gene15478	Zfp799
gene15479	LOC100912582
gene15480	LOC103692782
gene15481	LOC102548431
gene15482	LOC103695336
gene15483	Zfp870
gene15484	Cyp4f1
gene15485	LOC102548531
gene15486	Cyp4f6
gene15487	LOC102548621
gene15488	Zfp472
gene15489	Zfp952
gene15490	Zfp763
gene15491	RGD1560314
gene15492	RGD1310212
gene15493	RGD1560687
gene15494	Zfp563
gene15495	Morc2b
gene15496	Olr1090
gene15497	LOC366841
gene15498	LOC366842
gene15499	Olr1091
gene15500	Olr1094-ps
gene15501	Olr1092
gene15502	LOC100365212
gene15503	Olr903
gene15504	Olr902-ps
gene15505	Olr901
gene15506	Olr900-ps
gene15507	LOC102557243
gene15508	Olr899-ps
gene15509	Olr898
gene15510	Olr897-ps
gene15511	Olr896
gene15512	Olr895-ps
gene15513	Olr894
gene15514	Olr893-ps
gene15515	Olr892
gene15516	Olr891-ps
gene15517	Olr890-ps
gene15518	Olr889
gene15519	LOC690733
gene15520	Olr888-ps
gene15521	LOC689510
gene15522	Olr887-ps
gene15523	Olr886
gene15524	Olr885-ps
gene15525	Olr964
gene15526	Olr1095
gene15527	LOC503123
gene15528	Vom2r54
gene15529	Vom2r55
gene15530	LOC102556654
gene15531	LOC691454
gene15532	Vom2r-ps82
gene15533	Vom2r-ps83
gene15534	Vom1r-ps90
gene15535	Vom1r-ps91
gene15536	Vom1r-ps92
gene15537	Vom1r-ps93
gene15538	RGD1560291
gene15539	Vom2r-ps84
gene15540	Vom2r-ps85
gene15541	Zscan4f
gene15542	LOC100912783
gene15543	Vom1r-ps94
gene15544	Vom1r-ps95
gene15545	Vom1r106
gene15546	LOC102550066
gene15547	Vom1r-ps96
gene15548	LOC366847
gene15549	LOC100911697
gene15550	Vom1r107
gene15551	Vom1r108
gene15552	LOC691480
gene15553	LOC103690176
gene15554	Vom1r-ps97
gene15555	Zfp494
gene15556	Vom1r-ps98
gene15557	Vom1r-ps99
gene15558	Vom1r-ps100
gene15559	Vom1r-ps101
gene15560	Vom1r-ps102
gene15561	RGD1565010
gene15562	Actl9
gene15563	LOC102546838
gene15564	LOC100361022
gene15565	Adamts10
gene15566	Myo1f
gene15567	LOC102547064
gene15568	Zfp414
gene15569	LOC103692787
gene15570	Pram1
gene15571	Hnrnpm
gene15572	March2
gene15573	Rab11b
gene15574	RGD1564744
gene15575	Angptl4
gene15576	Kank3
gene15577	Rps28
gene15578	Ndufa7
gene15579	Vom2r56
gene15580	Olr1097-ps
gene15581	LOC102551633
gene15582	LOC691642
gene15583	RGD1561305
gene15584	RGD1565071
gene15585	LOC103690279
gene15586	LOC100363491
gene15587	Syn3
gene15588	Timp3
gene15589	LOC102551348
gene15590	Fbxo7
gene15591	Bpifc
gene15592	Rtcb
gene15593	Ascl4
gene15594	RGD1563124
gene15595	Prdm4
gene15596	Pwp1
gene15597	Btbd11
gene15598	Ybx1-ps4
gene15599	Cry1
gene15600	LOC102551657
gene15601	Mterfd3
gene15602	Tmem263
gene15603	Fhl4
gene15604	LOC691830
gene15605	Ric8b
gene15606	Rfx4
gene15607	Polr3b
gene15608	Tcp11l2
gene15609	LOC102552828
gene15610	Ckap4
gene15611	Nuak1
gene15612	LOC103692812
gene15613	LOC100910949
gene15614	LOC100910996
gene15615	LOC102549680
gene15616	Appl2
gene15617	RGD1309995
gene15618	RGD1561079
gene15619	Aldh1l2
gene15620	Mir3561
gene15621	RGD1563365
gene15622	LOC687676
gene15623	Slc41a2
gene15624	LOC102550067
gene15625	Chst11
gene15626	Txnrd1
gene15627	Eid3
gene15628	LOC103692815
gene15629	Nfyb
gene15630	Hcfc2
gene15631	Glt8d2
gene15632	Tdg
gene15633	LOC691921
gene15634	Hsp90b1
gene15635	LOC362863
gene15636	LOC102550216
gene15637	Nt5dc3
gene15638	Stab2
gene15639	LOC102550284
gene15640	LOC102550437
gene15641	RGD1560034
gene15642	LOC103692816
gene15643	LOC102551481
gene15644	Ascl1
gene15645	Pah
gene15646	LOC100359965
gene15647	LOC103692817
gene15648	LOC103692818
gene15649	Igf1
gene15650	LOC679716
gene15651	Parpbp
gene15652	Pmch
gene15653	Nup37
gene15654	LOC102552224
gene15655	Ccdc53
gene15656	Dram1
gene15657	Gnptab
gene15658	Sycp3
gene15659	Chpt1
gene15660	LOC102554140
gene15661	Mybpc1
gene15662	Spic
gene15663	RGD1561102
gene15664	Arl1
gene15665	Utp20
gene15666	LOC102554325
gene15667	Slc5a8
gene15668	Ano4
gene15669	LOC103695339
gene15670	LOC100909955
gene15671	LOC103692829
gene15672	Gas2l3
gene15673	Nr1h4
gene15674	LOC102548681
gene15675	Slc17a8
gene15676	Scyl2
gene15677	Actr6
gene15678	Uhrf1bp1l
gene15679	Anks1b
gene15680	LOC102547065
gene15681	Apaf1
gene15682	LOC103692819
gene15683	Ikbip
gene15684	Slc25a3
gene15685	Tmpo
gene15686	LOC103692820
gene15687	LOC103692821
gene15688	Trnaw-cca
gene15689	Trnad-guc
gene15690	LOC299725
gene15691	LOC102547965
gene15692	LOC299727
gene15693	LOC102548058
gene15694	RGD1565429
gene15695	LOC102548260
gene15696	Mir135a
gene15697	LOC100360486
gene15698	Nedd1
gene15699	RGD1565866
gene15700	LOC102548533
gene15701	RGD1565866
gene15702	LOC680606
gene15703	LOC102548848
gene15704	Cdk17
gene15705	Elk3
gene15706	LOC102548950
gene15707	LOC102554869
gene15708	Trnad-guc
gene15709	Lta4h
gene15710	LOC102553601
gene15711	LOC102553539
gene15712	Hal
gene15713	Amdhd1
gene15714	Ccdc38
gene15715	Snrpf
gene15716	Ntn4
gene15717	LOC100362560
gene15718	LOC103692823
gene15719	LOC103692824
gene15720	Usp44
gene15721	Metap2
gene15722	Mir331
gene15723	Vezt
gene15724	Fgd6
gene15725	Nr2c1
gene15726	Ndufa12
gene15727	LOC103692825
gene15728	LOC103692826
gene15729	LOC102554269
gene15730	Tmcc3
gene15731	Rpl31l3
gene15732	LOC100912201
gene15733	LOC103692837
gene15734	Cep83
gene15735	Plxnc1
gene15736	LOC102556473
gene15737	LOC102546426
gene15738	LOC103692831
gene15739	LOC103692830
gene15740	Cradd
gene15741	LOC103692832
gene15742	Socs2
gene15743	LOC102549372
gene15744	Mrpl42
gene15745	LOC102556774
gene15746	Ube2n
gene15747	Nudt4
gene15748	LOC102546610
gene15749	LOC103692833
gene15750	Ndufa13
gene15751	LOC103692834
gene15752	LOC102546992
gene15753	LOC100912143
gene15754	Eea1
gene15755	LOC102547143
gene15756	LOC102549681
gene15757	LOC102549785
gene15758	LOC102550658
gene15759	LOC681175
gene15760	Btg1
gene15761	LOC503134
gene15762	LOC102551147
gene15763	LOC100361123
gene15764	LOC102551450
gene15765	LOC103692835
gene15766	Dcn
gene15767	Lum
gene15768	Kera
gene15769	Epyc
gene15770	Ccer1
gene15771	LOC314776
gene15772	Atp2b1
gene15773	LOC102553961
gene15774	Poc1b
gene15775	Galnt4
gene15776	Dusp6
gene15777	LOC366877
gene15778	LOC366878
gene15779	LOC103692840
gene15780	RGD1565753
gene15781	LOC102554706
gene15782	LOC103692842
gene15783	LOC102554886
gene15784	LOC100910453
gene15785	Kitlg
gene15786	Tmtc3
gene15787	Cep290
gene15788	RGD1307947
gene15789	LOC500827
gene15790	LOC100363033
gene15791	LOC685339
gene15792	Mgat4c
gene15793	LOC100910482
gene15794	Nts
gene15795	Rassf9
gene15796	LOC103692843
gene15797	LOC103690238
gene15798	Alx1
gene15799	LOC102555472
gene15800	LOC102555532
gene15801	LOC103690415
gene15802	Lrriq1
gene15803	Slc6a15
gene15804	LOC102556134
gene15805	LOC103692844
gene15806	LOC102556859
gene15807	LOC687975
gene15808	Tmtc2
gene15809	LOC103692845
gene15810	Mettl25
gene15811	Ccdc59
gene15812	Ppfia2
gene15813	LOC103692846
gene15814	Acss3
gene15815	Lin7a
gene15816	Myf5
gene15817	Myf6
gene15818	Ptprq
gene15819	LOC102557491
gene15820	Otogl
gene15821	LOC366884
gene15822	Ppp1r12a
gene15823	Pawr
gene15824	LOC102552184
gene15825	LOC102552256
gene15826	Syt1
gene15827	LOC102547595
gene15828	LOC103692848
gene15829	LOC102547445
gene15830	LOC100911424
gene15831	LOC500831
gene15832	Nav3
gene15833	LOC103692850
gene15834	LOC103692849
gene15835	LOC103692857
gene15836	LOC103692858
gene15837	E2f7
gene15838	Csrp2
gene15839	Zdhhc17
gene15840	LOC688415
gene15841	LOC100361991
gene15842	Osbpl8
gene15843	LOC681396
gene15844	Bbs10
gene15845	LOC103692851
gene15846	LOC102548498
gene15847	LOC103692852
gene15848	Nap1l1
gene15849	Phlda1
gene15850	LOC102548561
gene15851	LOC103692853
gene15852	Krr1
gene15853	Glipr1
gene15854	Glipr1l2
gene15855	Glipr1l1
gene15856	Caps2
gene15857	LOC100362094
gene15858	Kcnc2
gene15859	LOC103692854
gene15860	Atxn7l3b
gene15861	LOC102546573
gene15862	LOC100912511
gene15863	LOC688700
gene15864	Trhde
gene15865	LOC102549403
gene15866	LOC366895
gene15867	Tph2
gene15868	LOC103692855
gene15869	LOC103692856
gene15870	Tbc1d15
gene15871	Rab21
gene15872	Tmem19
gene15873	Thap2
gene15874	Zfc3h1
gene15875	LOC100362230
gene15876	Lgr5
gene15877	LOC685207
gene15878	Tspan8
gene15879	LOC102551386
gene15880	LOC102551482
gene15881	Ptprr
gene15882	Taf7l-ps1
gene15883	Ptprb
gene15884	Kcnmb4
gene15885	Cnot2
gene15886	LOC103692862
gene15887	LOC100362318
gene15888	LOC102547181
gene15889	RGD1564883
gene15890	Myrfl
gene15891	LOC688961
gene15892	Rab3ip
gene15893	Best3
gene15894	LOC689014
gene15895	Lrrc10
gene15896	Cct2
gene15897	Frs2
gene15898	LOC102557102
gene15899	LOC689068
gene15900	Yeats4
gene15901	RGD1306474
gene15902	Lyc2
gene15903	Lyz2
gene15904	Cpsf6
gene15905	LOC102550217
gene15906	Cpm
gene15907	Mdm2
gene15908	Slc35e3
gene15909	Nup107
gene15910	Rap1b
gene15911	LOC102550469
gene15912	LOC100362576
gene15913	LOC102550659
gene15914	RGD1306282
gene15915	Mdm1
gene15916	Il22
gene15917	LOC103692876
gene15918	Ifng
gene15919	LOC102551148
gene15920	LOC102551218
gene15921	Dyrk2
gene15922	LOC103692864
gene15923	LOC102551387
gene15924	Cand1
gene15925	LOC102557418
gene15926	LOC366901
gene15927	LOC100362798
gene15928	Grip1
gene15929	Helb
gene15930	Irak3
gene15931	Tmbim4
gene15932	Llph
gene15933	Hmga2
gene15934	LOC102549373
gene15935	LOC103690417
gene15936	LOC102549309
gene15937	LOC102547249
gene15938	LOC102547506
gene15939	Msrb3
gene15940	Styxl2
gene15941	Lemd3
gene15942	LOC103692865
gene15943	Wif1
gene15944	RGD1561871
gene15945	Tbc1d30
gene15946	LOC102548194
gene15947	Gns
gene15948	LOC103695340
gene15949	Rassf3
gene15950	Tbk1
gene15951	Xpot
gene15952	LOC100360387
gene15953	Rdh16
gene15954	Srgap1
gene15955	LOC102555963
gene15956	RGD1565498
gene15957	RGD1561648
gene15958	RGD1561410
gene15959	LOC102556382
gene15960	Tmem5
gene15961	Vps54-ps1
gene15962	LOC102556045
gene15963	Avpr1a
gene15964	LOC102551961
gene15965	Ppm1h
gene15966	Mirlet7i
gene15967	Mon2
gene15968	LOC680056
gene15969	LOC102551783
gene15970	Usp15
gene15971	Fam19a2
gene15972	LOC103692877
gene15973	LOC103692867
gene15974	LOC500845
gene15975	LOC103692868
gene15976	LOC102552291
gene15977	LOC102552186
gene15978	Slc16a7
gene15979	LOC103692869
gene15980	LOC103692870
gene15981	LOC102552637
gene15982	LOC102552423
gene15983	LOC102552702
gene15984	LOC500846
gene15985	LOC103692872
gene15986	LOC103692871
gene15987	Lrig3
gene15988	RGD1559995
gene15989	LOC103692873
gene15990	LOC689000
gene15991	LOC102557532
gene15992	Xrcc6bp1
gene15993	LOC102557559
gene15994	LOC103690358
gene15995	LOC102552534
gene15996	Ctdsp2
gene15997	Avil
gene15998	Tsfm
gene15999	LOC679247
gene16000	Mettl1
gene16001	Cyp27b1
gene16002	March9
gene16003	Cdk4
gene16004	Tspan31
gene16005	LOC103692874
gene16006	Agap2
gene16007	Os9
gene16008	LOC102547508
gene16009	LOC100362435
gene16010	RGD1565117
gene16011	B4galnt1
gene16012	Slc26a10
gene16013	Arhgef25
gene16014	Dtx3
gene16015	Pip4k2c
gene16016	Kif5a
gene16017	Dctn2
gene16018	Mbd6
gene16019	Ddit3
gene16020	Mars
gene16021	Arhgap9
gene16022	Gli1
gene16023	Inhbe
gene16024	LOC102547832
gene16025	Inhbc
gene16026	LOC102553930
gene16027	R3hdm2
gene16028	LOC681203
gene16029	Stac3
gene16030	Ndufa4l2
gene16031	Shmt2
gene16032	Nxph4
gene16033	Lrp1
gene16034	Stat6
gene16035	Nab2
gene16036	Tmem194
gene16037	Myo1a
gene16038	Tac3
gene16039	Zbtb39
gene16040	Gpr182
gene16041	LOC102548346
gene16042	LOC102548262
gene16043	LOC100365958
gene16044	LOC681366
gene16045	RGD1561812
gene16046	LOC102548724
gene16047	Rdh7
gene16048	Sdr9c7
gene16049	Uqcrb
gene16050	LOC102549197
gene16051	Mterfd1
gene16052	Ptdss1
gene16053	Esco2-ps1
gene16054	LOC685039
gene16055	Sdc2
gene16056	LOC102546302
gene16057	LOC102556409
gene16058	Cpq
gene16059	LOC103692875
gene16060	Tspyl5
gene16061	LOC685093
gene16062	LOC685130
gene16063	RGD1562404
gene16064	LOC681724
gene16065	LOC681736
gene16066	Mtdh
gene16067	Laptm4b
gene16068	Matn2
gene16069	Rpl30
gene16070	Erich5
gene16071	LOC103692882
gene16072	Hrsp12
gene16073	Pop1
gene16074	LOC102554988
gene16075	Nipal2
gene16076	Kcns2
gene16077	LOC102553465
gene16078	Stk3
gene16079	Osr2
gene16080	LOC100361374
gene16081	Vps13b
gene16082	LOC103692884
gene16083	LOC103692883
gene16084	LOC680989
gene16085	Mir875
gene16086	Cox6c
gene16087	LOC102555166
gene16088	RGD1565056
gene16089	Rgs22
gene16090	Fbxo43
gene16091	Polr2k
gene16092	Spag1
gene16093	LOC103695341
gene16094	Rnf19a
gene16095	LOC102554106
gene16096	RGD1563489
gene16097	LOC102554030
gene16098	LOC103692885
gene16099	Ankrd46
gene16100	Snx31
gene16101	LOC102554418
gene16102	LOC103692886
gene16103	Pabpc1
gene16104	LOC102555439
gene16105	LOC103692903
gene16106	LOC362901
gene16107	Ywhaz
gene16108	LOC103692887
gene16109	LOC100910524
gene16110	Zfp706
gene16111	LOC103695342
gene16112	LOC102550829
gene16113	LOC685710
gene16114	Grhl2
gene16115	Ncald
gene16116	LOC102549684
gene16117	LOC103692904
gene16118	LOC102549311
gene16119	LOC103692888
gene16120	Rrm2b
gene16121	Ubr5
gene16122	LOC685884
gene16123	LOC103692889
gene16124	LOC100361925
gene16125	LOC102551418
gene16126	LOC103692890
gene16127	Odf1
gene16128	LOC102550353
gene16129	Klf10
gene16130	LOC102550687
gene16131	LOC100362035
gene16132	Azin1
gene16133	Atp6v1c1
gene16134	Baalc
gene16135	Fzd6
gene16136	Cthrc1
gene16137	Slc25a32
gene16138	Dcaf13
gene16139	LOC686112
gene16140	Rims2
gene16141	LOC103692901
gene16142	LOC103690326
gene16143	Dpys
gene16144	LOC103692892
gene16145	Lrp12
gene16146	RGD1565735
gene16147	LOC100362212
gene16148	LOC103692893
gene16149	LOC103692894
gene16150	Zfpm2
gene16151	LOC102556196
gene16152	Oxr1
gene16153	LOC102556289
gene16154	Abra
gene16155	LOC688584
gene16156	LOC103692896
gene16157	LOC103692897
gene16158	LOC366922
gene16159	Angpt1
gene16160	LOC103692898
gene16161	LOC102547184
gene16162	LOC102547251
gene16163	Rspo2
gene16164	Eif3e
gene16165	LOC366923
gene16166	Emc2
gene16167	LOC103692899
gene16168	Tmem74
gene16169	LOC682921
gene16170	Trhr
gene16171	Nudcd1
gene16172	Eny2
gene16173	Pkhd1l1
gene16174	Ebag9
gene16175	Sybu
gene16176	RGD1309489
gene16177	Kcnv1
gene16178	LOC103692907
gene16179	LOC688962
gene16180	LOC100909918
gene16181	LOC102547834
gene16182	LOC102547898
gene16183	LOC503152
gene16184	Csmd3
gene16185	LOC103692900
gene16186	LOC103692908
gene16187	LOC100363118
gene16188	Olr1100-ps
gene16189	LOC103692932
gene16190	Trps1
gene16191	LOC102548590
gene16192	LOC103692909
gene16193	LOC102548754
gene16194	Eif3h
gene16195	Utp23
gene16196	LOC366928
gene16197	Rad21
gene16198	Aard
gene16199	LOC366929
gene16200	LOC103692911
gene16201	LOC100363319
gene16202	Slc30a8
gene16203	LOC689264
gene16204	Med30
gene16205	LOC366931
gene16206	Ext1
gene16207	LOC103692913
gene16208	Samd12
gene16209	LOC103692915
gene16210	LOC102546340
gene16211	LOC100359763
gene16212	LOC366933
gene16213	Tnfrsf11b
gene16214	Colec10
gene16215	LOC102546504
gene16216	LOC103692934
gene16217	Mal2
gene16218	Nov
gene16219	RGD1566354
gene16220	Enpp2
gene16221	Taf2
gene16222	Dscc1
gene16223	H3f3c
gene16224	LOC299934
gene16225	Deptor
gene16226	RGD1565732
gene16227	Col14a1
gene16228	LOC103692916
gene16229	Mrpl13
gene16230	Mtbp
gene16231	LOC103692917
gene16232	Sntb1
gene16233	LOC100912345
gene16234	Has2
gene16235	LOC103695343
gene16236	LOC299943
gene16237	Slc22a22
gene16238	RGD1564131
gene16239	LOC102552536
gene16240	LOC100360140
gene16241	Zhx2
gene16242	LOC102553568
gene16243	LOC102553429
gene16244	Derl1
gene16245	LOC100912472
gene16246	LOC683899
gene16247	Tbc1d31
gene16248	LOC102553802
gene16249	LOC102553732
gene16250	Trnam-cau
gene16251	Fam83a
gene16252	RGD1310852
gene16253	Zhx1
gene16254	LOC689903
gene16255	Atad2
gene16256	Wdyhv1
gene16257	Fbxo32
gene16258	LOC102549374
gene16259	Klhl38
gene16260	Anxa13
gene16261	LOC103692919
gene16262	Fam91a1
gene16263	LOC102549439
gene16264	Fer1l6
gene16265	LOC103692921
gene16266	Tmem65
gene16267	LOC103690428
gene16268	RGD1562739
gene16269	Trmt12
gene16270	Rnf139
gene16271	LOC690068
gene16272	Ndufb9
gene16273	Mtss1
gene16274	LOC102551419
gene16275	LOC103695344
gene16276	LOC103692923
gene16277	LOC102550763
gene16278	Sqle
gene16279	RGD1564420
gene16280	Nsmce2
gene16281	LOC690120
gene16282	Trib1
gene16283	RGD1560979
gene16284	LOC102551999
gene16285	LOC500876
gene16286	LOC102552490
gene16287	RGD1563100
gene16288	RGD1564515
gene16289	LOC500877
gene16290	LOC362921
gene16291	LOC102553044
gene16292	A1bg
gene16293	LOC102554081
gene16294	LOC103692925
gene16295	LOC102548809
gene16296	LOC102547509
gene16297	LOC102547563
gene16298	Myc
gene16299	LOC100910797
gene16300	LOC103692926
gene16301	LOC102547802
gene16302	LOC103692928
gene16303	LOC103692927
gene16304	LOC102547868
gene16305	LOC102547967
gene16306	LOC103692929
gene16307	LOC102548035
gene16308	LOC102548624
gene16309	LOC299958
gene16310	LOC103692910
gene16311	Gsdmc
gene16312	RGD1359449
gene16313	Fam49b
gene16314	Asap1
gene16315	Adcy8
gene16316	LOC503156
gene16317	LOC366944
gene16318	Efr3a
gene16319	Oc90
gene16320	Kcnq3
gene16321	Trnak-cuu
gene16322	Lrrc6
gene16323	LOC102546800
gene16324	Rabggta-ps1
gene16325	Tmem71
gene16326	Phf20l1
gene16327	Tg
gene16328	Sla
gene16329	Wisp1
gene16330	Ndrg1
gene16331	LOC102550354
gene16332	St3gal1
gene16333	LOC102550565
gene16334	LOC690713
gene16335	LOC500881
gene16336	Zfat
gene16337	LOC102551574
gene16338	Mir30b
gene16339	Mir30d
gene16340	RGD1564548
gene16341	LOC100911957
gene16342	LOC684844
gene16343	Khdrbs3
gene16344	LOC679606
gene16345	LOC102552095
gene16346	LOC102552258
gene16347	Rps19l1
gene16348	LOC102553081
gene16349	LOC100363139
gene16350	Trnap-agg
gene16351	Fam135b
gene16352	LOC102553265
gene16353	Col22a1
gene16354	Kcnk9
gene16355	LOC103692936
gene16356	Trappc9
gene16357	Chrac1
gene16358	Ago2
gene16359	Ptk2
gene16360	Mir3586
gene16361	Mir151
gene16362	RGD1564268
gene16363	Dennd3
gene16364	Slc45a4
gene16365	Gpr20
gene16366	Ptp4a3
gene16367	Mroh5
gene16368	RGD1562139
gene16369	LOC103692937
gene16370	Bai1
gene16371	LOC102550505
gene16372	LOC102550355
gene16373	Mroh4
gene16374	Arc
gene16375	LOC103692938
gene16376	Jrk
gene16377	Psca
gene16378	Them6
gene16379	Slurp1
gene16380	Lypd2
gene16381	RGD1308195
gene16382	Lynx1
gene16383	Ly6d
gene16384	Ly6k
gene16385	Gml
gene16386	LOC680316
gene16387	LOC102557389
gene16388	LOC100910462
gene16389	LOC100910490
gene16390	Cyp11b2
gene16391	LOC103695345
gene16392	LOC100361556
gene16393	Ly6e
gene16394	Ly6c
gene16395	LOC100361601
gene16396	LOC300024
gene16397	Ly6i
gene16398	RGD1565410
gene16399	LOC686432
gene16400	LOC100912744
gene16401	Ly6al
gene16402	LOC680502
gene16403	Ly6h
gene16404	Gpihbp1
gene16405	LOC100910508
gene16406	Gli4
gene16407	Top1mt
gene16408	Rhpn1
gene16409	Mafa
gene16410	Zc3h3
gene16411	Gsdmd
gene16412	Mroh6
gene16413	Naprt1
gene16414	Eef1d
gene16415	Tigd5
gene16416	Pycrl
gene16417	Tsta3
gene16418	LOC102547932
gene16419	Zfp707
gene16420	RGD1311188
gene16421	Ccdc166
gene16422	Mapk15
gene16423	Fam83h
gene16424	RGD1563870
gene16425	Scrib
gene16426	LOC102548315
gene16427	Puf60
gene16428	Nrbp2
gene16429	Eppk1
gene16430	LOC680875
gene16431	LOC102548374
gene16432	Plec
gene16433	LOC102548778
gene16434	Grina
gene16435	LOC102549107
gene16436	Spatc1
gene16437	Smpd5
gene16438	Oplah
gene16439	Exosc4
gene16440	Gpaa1
gene16441	Cyc1
gene16442	Sharpin
gene16443	Maf1
gene16444	RGD1562063
gene16445	Fam203a
gene16446	Tssk5
gene16447	Mroh1
gene16448	Bop1
gene16449	Scx
gene16450	Hsf1
gene16451	Dgat1
gene16452	Scrt1
gene16453	LOC103692940
gene16454	Tmem249
gene16455	Fbxl6
gene16456	Slc52a2
gene16457	Adck5
gene16458	Cpsf1
gene16459	Slc39a4
gene16460	Vps28
gene16461	Tonsl
gene16462	RGD1561328
gene16463	Kifc2
gene16464	Foxh1
gene16465	Ppp1r16a
gene16466	Gpt
gene16467	Mfsd3
gene16468	Recql4
gene16469	Lrrc14
gene16470	Lrrc24
gene16471	MGC94207
gene16472	Arhgap39
gene16473	Zfp251
gene16474	Zfp7
gene16475	Commd5
gene16476	Rpl8
gene16477	Zfp647
gene16478	LOC102555319
gene16479	LOC681282
gene16480	LOC102556690
gene16481	Mb
gene16482	LOC103692941
gene16483	Rbfox2
gene16484	LOC103692942
gene16485	LOC100910885
gene16486	Apol9a
gene16487	RGD1565356
gene16488	LOC102552424
gene16489	LOC100362333
gene16490	Apol11a
gene16491	LOC103690336
gene16492	Apol3
gene16493	LOC103690359
gene16494	Apol2
gene16495	Myh9
gene16496	LOC102553569
gene16497	LOC102553699
gene16498	LOC102553868
gene16499	Txn2
gene16500	Foxred2
gene16501	Eif3d
gene16502	LOC102553765
gene16503	Cacng2
gene16504	LOC102554213
gene16505	Ift27
gene16506	Pvalb
gene16507	Ncf4
gene16508	Csf2rb
gene16509	Tex33
gene16510	Tst
gene16511	Mpst
gene16512	Kctd17
gene16513	Tmprss6
gene16514	LOC102547102
gene16515	Il2rb
gene16516	LOC103695346
gene16517	C1qtnf6
gene16518	LOC102557317
gene16519	Sstr3
gene16520	LOC103692944
gene16521	Rac2
gene16522	Cyth4
gene16523	Elfn2
gene16524	LOC103692945
gene16525	Mfng
gene16526	Card10
gene16527	Cdc42ep1
gene16528	Lgals2
gene16529	Gga1
gene16530	Sh3bp1
gene16531	Pdxp
gene16532	Lgals1
gene16533	Nol12
gene16534	Triobp
gene16535	H1f0
gene16536	Gcat
gene16537	Galr3
gene16538	Ankrd54
gene16539	Eif3l
gene16540	Micall1
gene16541	RGD1359634
gene16542	Polr2f
gene16543	Sox10
gene16544	LOC102550290
gene16545	Pick1
gene16546	Slc16a8
gene16547	Baiap2l2
gene16548	Pla2g6
gene16549	Maff
gene16550	Tmem184b
gene16551	Csnk1e
gene16552	Kcnj4
gene16553	Kdelr3
gene16554	Ddx17
gene16555	Dmc1
gene16556	Fam227a
gene16557	Cby1
gene16558	Tomm22
gene16559	Josd1
gene16560	Gtpbp1
gene16561	Sun2
gene16562	Dnal4
gene16563	Nptxr
gene16564	Cbx6
gene16565	LOC102547313
gene16566	LOC102547383
gene16567	Apobec3b
gene16568	Cbx7
gene16569	Pdgfb
gene16570	LOC102547448
gene16571	Rpl3
gene16572	Syngr1
gene16573	LOC102547599
gene16574	Tab1
gene16575	Mgat3
gene16576	Mief1
gene16577	Rps19bp1
gene16578	LOC103692947
gene16579	Cacna1i
gene16580	Enthd1
gene16581	LOC103692990
gene16582	LOC102547803
gene16583	LOC102550152
gene16584	Grap2
gene16585	Fam83f
gene16586	Tnrc6b
gene16587	Rpl26-ps1
gene16588	Rpl29-ps1
gene16589	Adsl
gene16590	LOC100362980
gene16591	Sgsm3
gene16592	Mkl1
gene16593	LOC100364435
gene16594	Mchr1
gene16595	Slc25a17
gene16596	St13
gene16597	Xpnpep3
gene16598	Dnajb7
gene16599	Rpl37a-ps2
